	index_x	Protein1	Protein2	Score_x	Description1_x	Description2_x	Protein_1_clusters_x	Protein_2_clusters_x	Any Matching Go-Terms?_x	Train/Val/Test_x	Experimental P. Falciparum_x	P. Falciparum_x	P. Knowlesi_x	P. Berghei_x	P. Vivax_x	P. Yoelii_x	C. parvum_x	B. bovis_x	index_y	Score_y	Description1_y	Description2_y	Protein_1_clusters_y	Protein_2_clusters_y	Any Matching Go-Terms?_y	Train/Val/Test_y	Experimental P. Falciparum_y	P. Falciparum_y	P. Knowlesi_y	P. Berghei_y	P. Vivax_y	P. Yoelii_y	C. parvum_y	B. bovis_y	spearman_erythrocyte	7_stages	intraerythrocyte_cycle	blood_stages	Spearman_all	Pearson_all
415	54	Q8I2X4	Q8IKJ0	0.5785079166293144	Heat shock protein 70	V-type proton ATPase subunit	[1, 6, 16, 28]	[1, 6]	0	0	0	0	0	0	0	0	0	0	54	0.5785079166293144	Heat shock protein 70	V-type proton ATPase subunit	[1, 6, 16, 28]	[1, 6]	0	0	0	0	0	0	0	0	0	0	0.09523809523809526	0.5714285714285715	-0.4761904761904762	-0.39285714285714296	0.6330049261083742	0.45865817254072505
416	297	Q8I395	Q8IAV1	0.6354540631175041	High molecular weight rhoptry protein 3	Uncharacterized protein	[7]	[7]	0	0	0	0	0	0	0	0	0	0	297	0.6354540631175041	High molecular weight rhoptry protein 3	Uncharacterized protein	[7]	[7]	0	0	0	0	0	0	0	0	0	0	0.6904761904761906	0.4642857142857144	0.7619047619047621	0.9642857142857145	0.7458128078817733	0.9593400836643404
417	42	Q8I395	Q8IBN4	0.9581726908683776	High molecular weight rhoptry protein 3	Secreted ookinete protein, putative	[7]	[7]	0	0	0	0	0	0	0	0	0	0	42	0.9581726908683776	High molecular weight rhoptry protein 3	Secreted ookinete protein, putative	[7]	[7]	0	0	0	0	0	0	0	0	0	0	0.14285714285714288	0.1785714285714286	0.0	-0.30631873731649006	-0.06059113300492609	-0.14496323430579744
418	135	Q8I395	Q8IEU2	0.7554760873317719	High molecular weight rhoptry protein 3	Gamete antigen 27/25	[7]	[7]	0	0	0	0	0	0	0	0	0	0	135	0.7554760873317719	High molecular weight rhoptry protein 3	Gamete antigen 27/25	[7]	[7]	0	0	0	0	0	0	0	0	0	0	0.523809523809524	-0.5357142857142858	0.6190476190476191	0.8928571428571429	0.13300492610837436	0.09735886572296251
419	485	Q8I395	Q8IKC8	0.523157948255539	High molecular weight rhoptry protein 3	Exported protein 2	[7]	[7]	0	0	0	0	0	0	0	0	0	0	485	0.523157948255539	High molecular weight rhoptry protein 3	Exported protein 2	[7]	[7]	0	0	0	0	0	0	0	0	0	0	-0.5000000000000001	0.0	-0.5952380952380953	-0.7500000000000002	0.018719211822660092	-0.18598997451682286
420	154	Q8I395	Q8ILZ1	0.5459949731826782	High molecular weight rhoptry protein 3	Rhoptry-associated protein 1	[7]	[7]	1	0	0	0	0	0	0	0	0	0	154	0.5459949731826782	High molecular weight rhoptry protein 3	Rhoptry-associated protein 1	[7]	[7]	1	0	0	0	0	0	0	0	0	0	0.8571428571428572	0.8214285714285715	0.9761904761904763	1.0	0.9581280788177338	0.9809047242320048
421	177	Q8I3M5	Q8IBV7	0.8964289426803589	Karyopherin beta	Histone H2B	[19]	[0, 14, 27, 30]	1	0	0	0	0	0	0	0	0	0	177	0.8964289426803589	Karyopherin beta	Histone H2B	[19]	[0, 14, 27, 30]	1	0	0	0	0	0	0	0	0	0	-0.6666666666666669	0.3571428571428572	-0.7857142857142858	-0.6071428571428572	0.34187192118226595	0.05215972562266274
422	68	Q8I3N3	Q8IKI8	0.5720594666898251	Alpha-MPP	Cytochrome c oxidase subunit ApiCOX25, putative	[11]	[11]	0	0	0	0	0	0	0	0	0	0	68	0.5720594666898251	Alpha-MPP	Cytochrome c oxidase subunit ApiCOX25, putative	[11]	[11]	0	0	0	0	0	0	0	0	0	0	0.2142857142857143	-0.39285714285714296	0.3571428571428572	0.42857142857142866	0.4064039408866994	0.4879282890953597
423	5	Q8I484	Q8I485	0.995911991596222	Rhoptry-associated protein 2	Rhoptry-associated protein 3	[7]	[7]	1	0	0	0	0	0	0	0	0	0	5	0.995911991596222	Rhoptry-associated protein 2	Rhoptry-associated protein 3	[7]	[7]	1	0	0	0	0	0	0	0	0	0	0.9761904761904763	0.9642857142857145	1.0	0.8928571428571429	0.9576354679802953	0.9653034837704229
424	261	Q8I484	Q8IKC8	0.5835778921842575	Rhoptry-associated protein 2	Exported protein 2	[7]	[7]	0	0	0	0	0	0	0	0	0	0	261	0.5835778921842575	Rhoptry-associated protein 2	Exported protein 2	[7]	[7]	0	0	0	0	0	0	0	0	0	0	-0.6190476190476191	-0.07142857142857144	-0.6190476190476191	-0.7857142857142859	0.09113300492610836	-0.12657928857510264
425	501	Q8I484	Q8ILZ1	0.9897249460220336	Rhoptry-associated protein 2	Rhoptry-associated protein 1	[7]	[7]	1	0	0	0	0	0	0	0	0	0	501	0.9897249460220336	Rhoptry-associated protein 2	Rhoptry-associated protein 1	[7]	[7]	1	0	0	0	0	0	0	0	0	0	1.0	0.9642857142857145	0.9761904761904763	0.9642857142857145	0.9817733990147782	0.9256559248901561
426	141	Q8I485	Q8I4R5	0.5568926556501538	Rhoptry-associated protein 3	Rhoptry neck protein 3	[7]	[7]	1	0	0	0	0	0	0	0	0	0	141	0.5568926556501538	Rhoptry-associated protein 3	Rhoptry neck protein 3	[7]	[7]	1	0	0	0	0	0	0	0	0	0	0.9761904761904763	0.9285714285714288	0.9761904761904763	0.9642857142857145	0.8992362923800619	0.9433192492143905
427	288	Q8I485	Q8ILZ1	0.5760559618473053	Rhoptry-associated protein 3	Rhoptry-associated protein 1	[7]	[7]	1	0	0	0	0	0	0	0	0	0	288	0.5760559618473053	Rhoptry-associated protein 3	Rhoptry-associated protein 1	[7]	[7]	1	0	0	0	0	0	0	0	0	0	0.9761904761904763	1.0	0.9761904761904763	0.9642857142857145	0.9251231527093594	0.9833907147051719
428	408	Q8I490	Q8IDG9	0.9929667592048644	EMP1-trafficking protein	Uncharacterized protein	[12, 15]	[12, 15]	0	0	0	0	0	0	0	0	0	0	408	0.9929667592048644	EMP1-trafficking protein	Uncharacterized protein	[12, 15]	[12, 15]	0	0	0	0	0	0	0	0	0	0	0.2380952380952381	0.8571428571428573	0.261904761904762	0.39285714285714296	0.6206896551724137	0.19577291904376581
429	231	Q8I490	Q8IEI6	0.5667071431875229	EMP1-trafficking protein	EMP1-trafficking protein	[12, 15]	[12]	0	0	0	0	0	0	0	0	0	0	231	0.5667071431875229	EMP1-trafficking protein	EMP1-trafficking protein	[12, 15]	[12]	0	0	0	0	0	0	0	0	0	0	0.3333333333333334	0.8928571428571429	0.19047619047619052	0.3571428571428572	0.6349753694581279	0.4416779220239856
430	489	Q8I490	Q8IFM0	0.7676094591617584	EMP1-trafficking protein	Plasmodium RESA N-terminal domain-containing protein	[12, 15]	[15]	0	0	0	0	0	0	0	0	0	0	489	0.7676094591617584	EMP1-trafficking protein	Plasmodium RESA N-terminal domain-containing protein	[12, 15]	[15]	0	0	0	0	0	0	0	0	0	0	-0.2380952380952381	0.28571428571428575	-0.11904761904761905	0.1785714285714286	0.5078817733990146	-0.037057102606853826
431	235	Q8I490	Q8IIX5	0.5473556369543076	EMP1-trafficking protein	Plasmodium RESA N-terminal domain-containing protein	[12, 15]	[15]	0	0	0	0	0	0	0	0	0	0	235	0.5473556369543076	EMP1-trafficking protein	Plasmodium RESA N-terminal domain-containing protein	[12, 15]	[15]	0	0	0	0	0	0	0	0	0	0	0.5476190476190477	-0.1785714285714286	0.8333333333333335	0.39285714285714296	0.7586206896551723	0.4814627280161199
432	105	Q8I4R5	Q8ILZ1	0.9756033897399904	Rhoptry neck protein 3	Rhoptry-associated protein 1	[7]	[7]	1	0	0	0	0	0	0	0	0	0	105	0.9756033897399904	Rhoptry neck protein 3	Rhoptry-associated protein 1	[7]	[7]	1	0	0	0	0	0	0	0	0	0	0.9285714285714287	0.9285714285714288	0.9523809523809524	1.0	0.9576250598578904	0.9735653200796835
433	539	Q8I5B6	Q8II61	0.8039928674697876	ATP-dependent protease subunit ClpQ	60S acidic ribosomal protein P0	[3]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	539	0.8039928674697876	ATP-dependent protease subunit ClpQ	60S acidic ribosomal protein P0	[3]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	-0.261904761904762	-0.42857142857142866	-0.38095238095238104	0.42857142857142866	0.23842364532019697	0.24951547225081078
434	119	Q8I5H4	Q8IAX8	0.5337429894134402	Polyadenylate-binding protein	DNA/RNA-binding protein ALBA1	[0, 14, 18, 24, 27, 30]	[14, 27, 30]	0	0	0	0	0	0	0	0	0	0	119	0.5337429894134402	Polyadenylate-binding protein	DNA/RNA-binding protein ALBA1	[0, 14, 18, 24, 27, 30]	[14, 27, 30]	0	0	0	0	0	0	0	0	0	0	0.7142857142857144	0.9642857142857145	0.9047619047619048	0.9285714285714288	0.8950738916256156	0.927183758098267
435	167	Q8I5H4	Q8IB24	0.6257041484117508	Polyadenylate-binding protein	Heat shock 70 kDa protein	[0, 14, 18, 24, 27, 30]	[0, 10, 14, 24]	0	0	0	0	1	1	1	1	1	1	167	0.6257041484117508	Polyadenylate-binding protein	Heat shock 70 kDa protein	[0, 14, 18, 24, 27, 30]	[0, 10, 14, 24]	0	0	0	0	1	1	1	1	1	1	-0.07142857142857144	0.9642857142857145	0.023809523809523815	0.3214285714285715	0.6975369458128078	0.5496883307223637
436	490	Q8I5H4	Q8IBV7	0.5642642557621003	Polyadenylate-binding protein	Histone H2B	[0, 14, 18, 24, 27, 30]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	490	0.5642642557621003	Polyadenylate-binding protein	Histone H2B	[0, 14, 18, 24, 27, 30]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.3571428571428572	0.10714285714285716	-0.3333333333333334	-0.6071428571428572	0.29162561576354673	-0.023835363199953184
437	469	Q8I5H4	Q8IIV1	0.6168375313282013	Polyadenylate-binding protein	Histone H2B	[0, 14, 18, 24, 27, 30]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	469	0.6168375313282013	Polyadenylate-binding protein	Histone H2B	[0, 14, 18, 24, 27, 30]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.7619047619047621	-0.6785714285714287	-0.7142857142857144	0.07142857142857144	-0.31576354679802954	-0.3584463935396966
438	323	Q8I5H4	Q8IIV2	0.6002417381852865	Polyadenylate-binding protein	Histone H4	[0, 14, 18, 24, 27, 30]	[0, 14, 27, 30]	0	1	0	0	0	0	0	0	0	0	323	0.6002417381852865	Polyadenylate-binding protein	Histone H4	[0, 14, 18, 24, 27, 30]	[0, 14, 27, 30]	0	1	0	0	0	0	0	0	0	0	-0.14285714285714288	-0.5	-0.11904761904761905	-0.7142857142857144	-0.004926108374384235	-0.25174558495633553
439	278	Q8I5H4	Q8IK89	0.5145177394151688	Polyadenylate-binding protein	Trailer hitch homolog, putative	[0, 14, 18, 24, 27, 30]	[0, 10, 14, 18, 24]	1	1	0	1	1	1	1	1	1	1	278	0.5145177394151688	Polyadenylate-binding protein	Trailer hitch homolog, putative	[0, 14, 18, 24, 27, 30]	[0, 10, 14, 18, 24]	1	1	0	1	1	1	1	1	1	1	-0.8571428571428572	-0.642857142857143	-0.8095238095238096	-0.5714285714285715	-0.36995073891625607	-0.3137222663372126
440	301	Q8I5H4	Q8IKF0	0.9852630496025084	Polyadenylate-binding protein	RNA helicase	[0, 14, 18, 24, 27, 30]	[0, 2, 10, 18, 24]	1	0	0	1	1	1	1	1	1	1	301	0.9852630496025084	Polyadenylate-binding protein	RNA helicase	[0, 14, 18, 24, 27, 30]	[0, 2, 10, 18, 24]	1	0	0	1	1	1	1	1	1	1	0.3571428571428572	1.0	0.5952380952380953	0.6071428571428572	0.7566502463054186	0.7614256384374531
441	433	Q8I5H4	Q8IKG9	0.5998935662209988	Polyadenylate-binding protein	Uncharacterized protein	[0, 14, 18, 24, 27, 30]	[0, 24]	0	1	1	1	1	1	1	0	1	0	433	0.5998935662209988	Polyadenylate-binding protein	Uncharacterized protein	[0, 14, 18, 24, 27, 30]	[0, 24]	0	1	1	1	1	1	1	0	1	0	1.0	-0.28571428571428575	1.0	0.8571428571428573	0.46945812807881765	0.4729529068460035
442	375	Q8I5I0	Q8IB24	0.9787869572639464	Vacuolar iron transporter	Heat shock 70 kDa protein	[]	[0, 10, 14, 24]	0	0	0	0	0	0	0	0	0	0	375	0.9787869572639464	Vacuolar iron transporter	Heat shock 70 kDa protein	[]	[0, 10, 14, 24]	0	0	0	0	0	0	0	0	0	0	0.4047619047619048	-0.6071428571428572	0.6190476190476191	0.14285714285714288	0.47536945812807874	0.48845426885748433
443	133	Q8I5L6	Q8IB24	0.7389492422342301	Clathrin heavy chain	Heat shock 70 kDa protein	[0, 24]	[0, 10, 14, 24]	0	0	0	0	1	1	1	1	1	1	133	0.7389492422342301	Clathrin heavy chain	Heat shock 70 kDa protein	[0, 24]	[0, 10, 14, 24]	0	0	0	0	1	1	1	1	1	1	0.28571428571428575	0.3214285714285715	0.3571428571428572	-0.28571428571428575	0.7512315270935959	0.5905574081847745
444	271	Q8I5L6	Q8IKF0	0.5539511807262898	Clathrin heavy chain	RNA helicase	[0, 24]	[0, 2, 10, 18, 24]	0	0	0	0	0	0	0	0	0	0	271	0.5539511807262898	Clathrin heavy chain	RNA helicase	[0, 24]	[0, 2, 10, 18, 24]	0	0	0	0	0	0	0	0	0	0	0.0	0.4642857142857144	0.1666666666666667	0.1785714285714286	0.7	0.6418287557859019
445	463	Q8I608	Q8II61	0.9837513089179992	Nucleosome assembly protein	60S acidic ribosomal protein P0	[3, 14, 20, 21]	[3, 20, 21]	0	1	0	0	0	0	0	0	0	0	463	0.9837513089179992	Nucleosome assembly protein	60S acidic ribosomal protein P0	[3, 14, 20, 21]	[3, 20, 21]	0	1	0	0	0	0	0	0	0	0	-0.09523809523809526	0.642857142857143	0.19047619047619052	0.4642857142857144	0.6133004926108374	0.5005049679254546
446	518	Q8I608	Q8IIV1	0.6024049066007138	Nucleosome assembly protein	Histone H2B	[3, 14, 20, 21]	[0, 14, 27, 30]	0	0	1	1	1	1	1	0	1	1	518	0.6024049066007138	Nucleosome assembly protein	Histone H2B	[3, 14, 20, 21]	[0, 14, 27, 30]	0	0	1	1	1	1	1	0	1	1	-0.3333333333333334	0.07142857142857144	-0.6428571428571429	0.3214285714285715	0.06108374384236451	-0.05012073706288234
447	417	Q8I608	Q8IIV2	0.635938324034214	Nucleosome assembly protein	Histone H4	[3, 14, 20, 21]	[0, 14, 27, 30]	1	1	1	1	1	1	1	0	1	1	417	0.635938324034214	Nucleosome assembly protein	Histone H4	[3, 14, 20, 21]	[0, 14, 27, 30]	1	1	1	1	1	1	1	0	1	1	0.1666666666666667	0.25	-0.023809523809523815	-0.42857142857142866	0.13300492610837436	0.012136198712651279
448	254	Q8I608	Q8ILI6	0.878549325466156	Nucleosome assembly protein	Acidic leucine-rich nuclear phosphoprotein 32-related protein	[3, 14, 20, 21]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	254	0.878549325466156	Nucleosome assembly protein	Acidic leucine-rich nuclear phosphoprotein 32-related protein	[3, 14, 20, 21]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	-0.8095238095238096	0.7500000000000002	-0.8571428571428572	-0.14285714285714288	0.3852216748768472	0.2901125394519803
449	89	Q8I6S5	Q8IEA6	0.6549273252487182	2-oxoglutarate dehydrogenase E1 component	dihydrolipoyllysine-residue succinyltransferase	[13]	[13]	1	1	1	1	1	1	1	0	0	1	89	0.6549273252487182	2-oxoglutarate dehydrogenase E1 component	dihydrolipoyllysine-residue succinyltransferase	[13]	[13]	1	1	1	1	1	1	1	0	0	1	0.8333333333333335	0.7500000000000002	0.880952380952381	0.8571428571428573	0.8402512688441905	0.8553631321943399
450	318	Q8I6V3	Q8IM15	0.6403404131531716	Plasmepsin II	Plasmepsin III	[]	[]	1	0	0	0	0	0	0	0	0	0	318	0.6403404131531716	Plasmepsin II	Plasmepsin III	[]	[]	1	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.7500000000000002	0.523809523809524	0.9285714285714288	0.8985221674876845	0.8703287521086596
451	335	Q8I6V3	Q8IM16	0.5798167757689953	Plasmepsin II	Plasmepsin IV	[]	[]	1	0	0	1	0	0	0	0	0	0	335	0.5798167757689953	Plasmepsin II	Plasmepsin IV	[]	[]	1	0	0	1	0	0	0	0	0	0	-0.7857142857142858	0.7500000000000002	-0.3571428571428572	0.3214285714285715	0.5871921182266009	0.21166500177727665
452	464	Q8IAR3	Q8IBI3	0.9061123490333556	Proteasome subunit alpha type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	464	0.9061123490333556	Proteasome subunit alpha type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.642857142857143	0.9761904761904763	0.9642857142857145	0.8724137931034481	0.7571381704016897
453	283	Q8IAR3	Q8IDG2	0.9795835614204408	Proteasome subunit alpha type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	1	1	283	0.9795835614204408	Proteasome subunit alpha type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	1	1	1.0	0.28571428571428575	1.0	0.9642857142857145	0.9684729064039406	0.9454146209522671
454	401	Q8IAR3	Q8IDG3	0.8262550592422485	Proteasome subunit alpha type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	401	0.8262550592422485	Proteasome subunit alpha type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.6071428571428572	1.0	0.8214285714285715	0.9413793103448274	0.8946167094329629
455	62	Q8IAR3	Q8II43	0.8240507006645202	Proteasome subunit alpha type-6, putative	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	62	0.8240507006645202	Proteasome subunit alpha type-6, putative	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	0.3571428571428572	0.5714285714285715	0.09523809523809526	-0.07142857142857144	0.5753694581280787	0.418824187610471
456	441	Q8IAR3	Q8IJT1	0.7714065723121166	Proteasome subunit alpha type-6, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	441	0.7714065723121166	Proteasome subunit alpha type-6, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.7857142857142859	0.9761904761904763	1.0	0.9522167487684726	0.954729899143732
457	303	Q8IAR3	Q8IK90	0.9487323880195616	Proteasome subunit alpha type-6, putative	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	0	303	0.9487323880195616	Proteasome subunit alpha type-6, putative	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	0	0.9761904761904763	0.9285714285714288	0.9761904761904763	0.9285714285714288	0.9684729064039406	0.9511137579983346
458	73	Q8IAX8	Q8IIV2	0.9570827603340148	DNA/RNA-binding protein ALBA1	Histone H4	[14, 27, 30]	[0, 14, 27, 30]	1	0	0	0	0	0	0	0	0	0	73	0.9570827603340148	DNA/RNA-binding protein ALBA1	Histone H4	[14, 27, 30]	[0, 14, 27, 30]	1	0	0	0	0	0	0	0	0	0	-0.4285714285714286	-0.5714285714285715	-0.3571428571428572	-0.8214285714285715	0.012315270935960588	-0.23617851985943134
459	332	Q8IAX8	Q8IJX8	0.82430379986763	DNA/RNA-binding protein ALBA1	Endonuclease ALBA3	[14, 27, 30]	[14]	1	0	0	0	0	0	0	0	0	0	332	0.82430379986763	DNA/RNA-binding protein ALBA1	Endonuclease ALBA3	[14, 27, 30]	[14]	1	0	0	0	0	0	0	0	0	0	0.30952380952380953	0.8214285714285715	0.14285714285714288	0.8214285714285715	0.8487684729064038	0.7864460710243246
460	348	Q8IB03	Q8IB24	0.5172641217708588	Chaperone protein ClpB1	Heat shock 70 kDa protein	[2, 18]	[0, 10, 14, 24]	1	0	1	1	1	1	1	1	1	1	348	0.5172641217708588	Chaperone protein ClpB1	Heat shock 70 kDa protein	[2, 18]	[0, 10, 14, 24]	1	0	1	1	1	1	1	1	1	1	0.6904761904761906	0.5357142857142858	0.6666666666666669	0.07142857142857144	0.6261854955737122	0.8111206827795387
461	457	Q8IB03	Q8IC05	0.696231198310852	Chaperone protein ClpB1	Heat shock protein 90	[2, 18]	[10]	1	0	0	1	0	1	1	1	1	1	457	0.696231198310852	Chaperone protein ClpB1	Heat shock protein 90	[2, 18]	[10]	1	0	0	1	0	1	1	1	1	1	0.5714285714285715	0.8214285714285715	0.7380952380952381	0.39285714285714296	0.5554871331702285	0.7695539300010064
462	96	Q8IB03	Q8IIJ8	0.7102357387542725	Chaperone protein ClpB1	Heat shock protein 101	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	0	0	96	0.7102357387542725	Chaperone protein ClpB1	Heat shock protein 101	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	0	0	-0.7380952380952381	0.8214285714285715	-0.7619047619047621	-0.7500000000000002	-0.18376647509755675	-0.33893103377910716
463	146	Q8IB03	Q8IJW0	0.9933477997779846	Chaperone protein ClpB1	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	0	0	146	0.9933477997779846	Chaperone protein ClpB1	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	1	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.9285714285714288	0.7380952380952381	0.8571428571428573	0.7106786603973878	0.5369478700193849
464	538	Q8IB03	Q8ILA1	0.6095045996829868	Chaperone protein ClpB1	Translocon component PTEX150	[2, 18]	[2]	0	1	0	0	0	1	0	0	0	0	538	0.6095045996829868	Chaperone protein ClpB1	Translocon component PTEX150	[2, 18]	[2]	0	1	0	0	0	1	0	0	0	0	-0.7380952380952381	0.6785714285714287	-0.7857142857142858	-0.8214285714285715	-0.21849981690554002	-0.33895377313348674
465	438	Q8IB24	Q8IC05	0.5146657444536686	Heat shock 70 kDa protein	Heat shock protein 90	[0, 10, 14, 24]	[10]	1	0	1	1	0	1	1	1	1	1	438	0.5146657444536686	Heat shock 70 kDa protein	Heat shock protein 90	[0, 10, 14, 24]	[10]	1	0	1	1	0	1	1	1	1	1	0.9285714285714287	0.7142857142857144	0.9761904761904763	0.7857142857142859	0.9546798029556648	0.9476729390235777
466	356	Q8IB24	Q8II24	0.9942572236061096	Heat shock 70 kDa protein	Heat shock protein 70	[0, 10, 14, 24]	[4, 10, 16]	1	0	0	1	1	1	1	1	1	1	356	0.9942572236061096	Heat shock 70 kDa protein	Heat shock protein 70	[0, 10, 14, 24]	[4, 10, 16]	1	0	0	1	1	1	1	1	1	1	0.9761904761904763	0.6071428571428572	0.9523809523809524	0.8928571428571429	0.8906403940886698	0.9074722252505498
467	533	Q8IB24	Q8II73	0.6030457571148873	Heat shock 70 kDa protein	Spermidine synthase	[0, 10, 14, 24]	[]	0	0	0	0	0	0	0	0	0	0	533	0.6030457571148873	Heat shock 70 kDa protein	Spermidine synthase	[0, 10, 14, 24]	[]	0	0	0	0	0	0	0	0	0	0	0.9047619047619048	0.7142857142857144	0.9523809523809524	0.21428571428571433	0.8950738916256156	0.8181665145175792
468	79	Q8IB24	Q8IIJ8	0.5193531282246113	Heat shock 70 kDa protein	Heat shock protein 101	[0, 10, 14, 24]	[2, 18]	1	0	1	1	1	1	1	1	0	0	79	0.5193531282246113	Heat shock 70 kDa protein	Heat shock protein 101	[0, 10, 14, 24]	[2, 18]	1	0	1	1	1	1	1	1	0	0	-0.4285714285714286	0.7500000000000002	-0.2380952380952381	0.10714285714285716	0.3290640394088669	0.027972745225427073
469	66	Q8IB24	Q8IIV1	0.7048084482550621	Heat shock 70 kDa protein	Histone H2B	[0, 10, 14, 24]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	66	0.7048084482550621	Heat shock 70 kDa protein	Histone H2B	[0, 10, 14, 24]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.4285714285714286	-0.7142857142857144	-0.6190476190476191	-0.42857142857142866	-0.13596059113300488	-0.31442330708138805
470	502	Q8IB24	Q8IIV2	0.591015137732029	Heat shock 70 kDa protein	Histone H4	[0, 10, 14, 24]	[0, 14, 27, 30]	0	0	0	0	1	1	1	0	1	1	502	0.591015137732029	Heat shock 70 kDa protein	Histone H4	[0, 10, 14, 24]	[0, 14, 27, 30]	0	0	0	0	1	1	1	0	1	1	-0.9285714285714287	-0.5714285714285715	-0.9761904761904763	-0.642857142857143	-0.17733990147783246	-0.29858229728767566
471	232	Q8IB24	Q8IJX8	0.6594967901706695	Heat shock 70 kDa protein	Endonuclease ALBA3	[0, 10, 14, 24]	[14]	0	0	0	0	0	0	0	0	0	0	232	0.6594967901706695	Heat shock 70 kDa protein	Endonuclease ALBA3	[0, 10, 14, 24]	[14]	0	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.8214285714285715	0.8571428571428572	0.3214285714285715	0.7512315270935959	0.7472138041552867
472	443	Q8IB24	Q8IK89	0.7169469356536865	Heat shock 70 kDa protein	Trailer hitch homolog, putative	[0, 10, 14, 24]	[0, 10, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	443	0.7169469356536865	Heat shock 70 kDa protein	Trailer hitch homolog, putative	[0, 10, 14, 24]	[0, 10, 14, 18, 24]	0	0	0	0	0	0	0	0	0	0	0.2142857142857143	-0.6785714285714287	-0.07142857142857144	-0.42857142857142866	0.17931034482758618	0.21803261651850356
473	475	Q8IB24	Q8IKF0	0.9985397338867188	Heat shock 70 kDa protein	RNA helicase	[0, 10, 14, 24]	[0, 2, 10, 18, 24]	0	0	0	1	1	1	1	1	1	1	475	0.9985397338867188	Heat shock 70 kDa protein	RNA helicase	[0, 10, 14, 24]	[0, 2, 10, 18, 24]	0	0	0	1	1	1	1	1	1	1	0.8095238095238096	0.9642857142857145	0.7380952380952381	0.642857142857143	0.8453201970443348	0.8174070517182318
474	424	Q8IB24	Q8IKK7	0.5305555403232575	Heat shock 70 kDa protein	Glyceraldehyde-3-phosphate dehydrogenase	[0, 10, 14, 24]	[2]	0	0	0	1	1	1	0	1	1	1	424	0.5305555403232575	Heat shock 70 kDa protein	Glyceraldehyde-3-phosphate dehydrogenase	[0, 10, 14, 24]	[2]	0	0	0	1	1	1	0	1	1	1	0.8571428571428572	0.8571428571428573	0.880952380952381	0.5714285714285715	0.7704433497536944	0.7796701494163938
475	427	Q8IBI3	Q8IC01	0.8805423498153686	Proteasome subunit alpha type	Heat shock protein 110	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	427	0.8805423498153686	Proteasome subunit alpha type	Heat shock protein 110	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.5000000000000001	0.5	0.07142857142857144	-0.14285714285714288	0.4748768472906402	0.2863796298913028
476	275	Q8IBI3	Q8IDG2	0.7753922015428543	Proteasome subunit alpha type	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	1	1	275	0.7753922015428543	Proteasome subunit alpha type	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.14285714285714288	0.9761904761904763	0.9285714285714288	0.9246305418719208	0.9036992138196882
